id,file,subject,topic,category,risk,action,quality,problem,question_preview
english-v1-051,src/data/questionPacks/englishPack.ts,English Language,Grammar: Subject-Verb Agreement,Language,LOW,REWRITE,100,Possible OCR/encoding/spacing corruption,The list of required documents _____ on the bulletin board.
english-v1-052,src/data/questionPacks/englishPack.ts,English Language,Vocabulary,Vocabulary,LOW,REMOVE,100,Broken/OCR marker: continuing,Choose the word closest in meaning to 'persistent.'
english-v1-053,src/data/questionPacks/englishPack.ts,English Language,Grammar: Pronouns,Language,LOW,REWRITE,100,Possible OCR/encoding/spacing corruption,Neither Carla nor her sisters brought _____ umbrellas.
english-v1-058,src/data/questionPacks/englishPack.ts,English Language,Grammar: Parallelism,Language,MEDIUM,REMOVE,100,Exact duplicate of english-v1-011,Choose the sentence with correct parallel structure.
english-v1-061,src/data/questionPacks/englishPack.ts,English Language,Grammar: Subject-Verb Agreement,Language,LOW,REWRITE,100,Possible OCR/encoding/spacing corruption,The quality of the answers _____ more important than the number of pages.
english-v1-063,src/data/questionPacks/englishPack.ts,English Language,Grammar: Pronoun Case,Language,MEDIUM,REMOVE,100,Exact duplicate of english-v1-027,Choose the correct sentence.
english-v1-064,src/data/questionPacks/englishPack.ts,English Language,Sentence Correction,Language,LOW,REWRITE,70,Duplicate or near-identical answer choices,Choose the sentence with correct punctuation.
english-v1-068,src/data/questionPacks/englishPack.ts,English Language,Grammar: Parallelism,Language,MEDIUM,REMOVE,100,Exact duplicate of english-v1-011,Choose the sentence with correct parallel structure.
english-v1-069,src/data/questionPacks/englishPack.ts,English Language,Logical Organization,Logic,LOW,REWRITE,100,Possible OCR/encoding/spacing corruption,"Which transition best completes the sentence? 'The first experiment failed. _____, the team revised its method and tried again.'"
english-v1-071,src/data/questionPacks/englishPack.ts,English Language,Grammar: Subject-Verb Agreement,Language,LOW,REWRITE,100,Possible OCR/encoding/spacing corruption,Neither the manager nor the employees _____ aware of the schedule change.
english-v1-073,src/data/questionPacks/englishPack.ts,English Language,Grammar: Pronoun Agreement,Language,LOW,REWRITE,100,Possible OCR/encoding/spacing corruption,Every student should submit _____ project before Friday.
english-v1-074,src/data/questionPacks/englishPack.ts,English Language,Sentence Correction,Language,MEDIUM,REMOVE,100,Exact duplicate of english-v1-054,Choose the sentence that is grammatically correct.
english-v1-078,src/data/questionPacks/englishPack.ts,English Language,Grammar: Parallelism,Language,MEDIUM,REMOVE,100,Exact duplicate of english-v1-011,Choose the sentence with correct parallel structure.
english-v1-079,src/data/questionPacks/englishPack.ts,English Language,Logical Organization,Logic,LOW,REWRITE,100,Possible OCR/encoding/spacing corruption,"Which transition best completes the sentence? 'The road was flooded; _____, classes were suspended.'"
english-v1-081,src/data/questionPacks/englishPack.ts,English Language,Grammar: Subject-Verb Agreement,Language,LOW,REWRITE,100,Possible OCR/encoding/spacing corruption,The results of the survey _____ surprising to the researchers.
english-v1-083,src/data/questionPacks/englishPack.ts,English Language,Grammar: Pronouns,Language,MEDIUM,REMOVE,100,Exact duplicate of english-v1-027,Choose the correct sentence.
english-v1-084,src/data/questionPacks/englishPack.ts,English Language,Sentence Correction,Language,LOW,REWRITE,70,Duplicate or near-identical answer choices,Choose the sentence with correct comma usage.
english-v1-088,src/data/questionPacks/englishPack.ts,English Language,Grammar: Parallelism,Language,MEDIUM,REMOVE,100,Exact duplicate of english-v1-011,Choose the sentence with correct parallel structure.
english-v1-089,src/data/questionPacks/englishPack.ts,English Language,Logical Organization,Logic,LOW,REWRITE,100,Possible OCR/encoding/spacing corruption,"Which transition best completes the sentence? 'Many students wanted to attend the seminar. _____, the room could hold only fifty people.'"
english-v1-091,src/data/questionPacks/englishPack.ts,English Language,Grammar: Subject-Verb Agreement,Language,LOW,REWRITE,100,Possible OCR/encoding/spacing corruption,One of the students _____ chosen to represent the class.
english-v1-093,src/data/questionPacks/englishPack.ts,English Language,Grammar: Pronouns,Language,LOW,REWRITE,100,Possible OCR/encoding/spacing corruption,Everyone in the group submitted _____ assignment on time.
english-v1-094,src/data/questionPacks/englishPack.ts,English Language,Sentence Correction,Language,MEDIUM,REMOVE,100,Exact duplicate of english-v1-054,Choose the sentence that is grammatically correct.
english-v1-096,src/data/questionPacks/englishPack.ts,English Language,Grammar: Active and Passive Voice,Language,MEDIUM,REMOVE,100,Exact duplicate of english-v1-056,Which sentence is written in active voice?
english-v1-098,src/data/questionPacks/englishPack.ts,English Language,Grammar: Parallelism,Language,MEDIUM,REMOVE,100,Exact duplicate of english-v1-011,Choose the sentence with correct parallel structure.
english-v1-099,src/data/questionPacks/englishPack.ts,English Language,Logical Organization,Logic,LOW,REWRITE,100,Possible OCR/encoding/spacing corruption,"Which transition best completes the sentence? 'The team practiced daily. _____, they improved significantly before the tournament.'"
english-v1-101,src/data/questionPacks/englishPack.ts,English Language,Grammar,Language,LOW,REMOVE,100,Invalid choices count: 0,Identify the error in the sentence: The apparent heir to the throne was expected to attend the ceremony.
english-v1-102,src/data/questionPacks/englishPack.ts,English Language,Sentence Correction,Language,HIGH,REMOVE,100,Invalid choices count: 0 | Question opening text appears copied from source TXT: source_reviewers/FilipiKnow Ultimate UPCAT Prep/Ultimate UPCAT Prep 2018 Edition.txt,She had only walked for about fifteen miles when her legs gave out.
english-v1-103,src/data/questionPacks/englishPack.ts,English Language,Grammar,Language,HIGH,REMOVE,100,Invalid choices count: 0 | Question opening text appears copied from source TXT: source_reviewers/Simulated UPCAT Booklet/General Mock Test 01.txt,Rowena announced that the bonus will arrive during the meeting yesterday.
english-v1-104,src/data/questionPacks/englishPack.ts,English Language,Subject-Verb Agreement,Language,HIGH,REMOVE,100,Invalid choices count: 0 | Possible OCR/encoding/spacing corruption | Question opening text appears copied from source TXT: source_reviewers/FilipiKnow Ultimate UPCAT Prep/Ultimate UPCAT Prep 2018 Edition.txt,A large percentage of the class ___ fascinated by the museum.
english-v1-105,src/data/questionPacks/englishPack.ts,English Language,Error Detection,Language,HIGH,REMOVE,100,Invalid choices count: 0 | Question opening text appears copied from source TXT: source_reviewers/Simulated UPCAT Booklet/General Mock Test 01.txt,You do your homework right now or I won't let you go out with your friends.
english-v1-106,src/data/questionPacks/englishPack.ts,English Language,Prepositions,Language,LOW,REMOVE,100,Invalid choices count: 0 | Possible OCR/encoding/spacing corruption,"Rita resides ___ #312 Mahabagin Street, Teacher\u2019s Village ___ Quezon City."
english-v1-107,src/data/questionPacks/englishPack.ts,English Language,Subjunctive Mood,Language,HIGH,REMOVE,100,Invalid choices count: 0 | Possible OCR/encoding/spacing corruption | Question opening text appears copied from source TXT: source_reviewers/Simulated UPCAT Booklet/General Mock Test 01.txt,"According to Machiavelli, it is not imperative that a ruler ___ good, he just has to appear so."
english-v1-108,src/data/questionPacks/englishPack.ts,English Language,Prepositions,Language,LOW,REMOVE,100,Invalid choices count: 0 | Possible OCR/encoding/spacing corruption,"Lolita is going to Switzerland ___ May next year. Particularly, she would be leaving ___ eight o\u2019clock a.m ___ New Year\u2019s Day."
english-v1-109,src/data/questionPacks/englishPack.ts,English Language,Possessives,Language,HIGH,REMOVE,100,Invalid choices count: 0 | Possible OCR/encoding/spacing corruption | Question opening text appears copied from source TXT: source_reviewers/Simulated UPCAT Booklet/General Mock Test 01.txt,John and Susie own that yacht. ___ yacht is a beauty.
english-v1-110,src/data/questionPacks/englishPack.ts,English Language,Error Detection,Language,HIGH,REMOVE,100,Invalid choices count: 0 | Question opening text appears copied from source TXT: source_reviewers/Simulated UPCAT Booklet/General Mock Test 01.txt,The doctor as well as some of the best doctors in the Philippines is giving a free medical checkup tomorrow.
english-v1-111,src/data/questionPacks/englishPack.ts,English Language,Pronouns,Language,HIGH,REMOVE,100,Invalid choices count: 0 | Question opening text appears copied from source TXT: source_reviewers/Simulated UPCAT Booklet/General Mock Test 01.txt,Whomsoever wishes to see a ghost is a fool.
english-v1-112,src/data/questionPacks/englishPack.ts,English Language,Adjectives,Language,LOW,REMOVE,100,Invalid choices count: 0 | Possible OCR/encoding/spacing corruption,Choose the correct completion: You smell very ___.
english-v1-113,src/data/questionPacks/englishPack.ts,English Language,Pronouns,Language,HIGH,REMOVE,100,Invalid choices count: 0 | Possible OCR/encoding/spacing corruption | Question opening text appears copied from source TXT: source_reviewers/Simulated UPCAT Booklet/General Mock Test 01.txt,Sakuragi did a slam dunk and the crowd roared ___ approval.
english-v1-114,src/data/questionPacks/englishPack.ts,English Language,Sentence Correction,Language,LOW,REMOVE,100,Invalid choices count: 0,Choose the most correct and effective sentence.
english-v1-115,src/data/questionPacks/englishPack.ts,English Language,Error Detection,Language,HIGH,REMOVE,100,Invalid choices count: 0 | Question opening text appears copied from source TXT: source_reviewers/Simulated UPCAT Booklet/General Mock Test 01.txt,The children were dismayed and depressed by the closing of the zoo.
english-v1-116,src/data/questionPacks/englishPack.ts,English Language,Comparatives,Language,HIGH,REMOVE,100,Invalid choices count: 0 | Question opening text appears copied from source TXT: source_reviewers/Simulated UPCAT Booklet/General Mock Test 01.txt,No one was lovelier or more strikingly intelligent than her at the beauty contest yesterday.
english-v1-117,src/data/questionPacks/englishPack.ts,English Language,Quantifiers,Language,HIGH,REMOVE,100,Invalid choices count: 0 | Possible OCR/encoding/spacing corruption | Question opening text appears copied from source TXT: source_reviewers/Simulated UPCAT Booklet/General Mock Test 01.txt,I used too ___ of the bleach and so the stain remained on the shirt.
english-v1-118,src/data/questionPacks/englishPack.ts,English Language,Subject-Verb Agreement,Language,HIGH,REMOVE,100,Invalid choices count: 0 | Question opening text appears copied from source TXT: source_reviewers/Simulated UPCAT Booklet/General Mock Test 01.txt,Each man and each woman in the audience was affected by the passionate speech.
english-v1-119,src/data/questionPacks/englishPack.ts,English Language,Vocabulary,Vocabulary,HIGH,REMOVE,100,"Invalid choices count: 0 | Possible OCR/encoding/spacing corruption | Question opening text appears copied from source TXT: source_reviewers/Simulated UPCAT Booklet/UPCAT Reviewer (Sanchez, 2020).txt",The first permanent tooth usually appears about four years after the baby teeth have ___.
english-v1-120,src/data/questionPacks/englishPack.ts,English Language,Vocabulary,Vocabulary,HIGH,REMOVE,100,Invalid choices count: 0 | Question opening text appears copied from source TXT: source_reviewers/FilipiKnow Ultimate UPCAT Prep/Ultimate UPCAT Prep 2018 Edition.txt,The professor took an immaculate handkerchief out of his pocket.
english-v1-121,src/data/questionPacks/englishPack.ts,English Language,Vocabulary,Vocabulary,LOW,REMOVE,100,Invalid choices count: 0,The workplace wore a macabre look after the company downsized its staff strength.
english-v1-122,src/data/questionPacks/englishPack.ts,English Language,Grammar,Language,LOW,REMOVE,100,Invalid choices count: 0,The conversation with her mother had a more profound affect on her than she expected.
english-v1-123,src/data/questionPacks/englishPack.ts,English Language,Grammar,Language,HIGH,REMOVE,100,"Invalid choices count: 0 | Question opening text appears copied from source TXT: source_reviewers/Simulated UPCAT Booklet/UPCAT Reviewer (Sanchez, 2020).txt",The then Prime Minister had issued an order though he was not supposedly to.
english-v1-124,src/data/questionPacks/englishPack.ts,English Language,Vocabulary,Vocabulary,LOW,REMOVE,100,Invalid choices count: 0,The interviewer turned his attention to us with a cramped sort of face.
english-v1-125,src/data/questionPacks/englishPack.ts,English Language,Vocabulary,Vocabulary,HIGH,REMOVE,100,Invalid choices count: 0 | Question opening text appears copied from source TXT: source_reviewers/Simulated UPCAT Booklet/General Mock Test 02.txt,"The dog ambled to the door, which was slightly ajar."
english-v1-126,src/data/questionPacks/englishPack.ts,English Language,Vocabulary,Vocabulary,HIGH,REMOVE,100,Invalid choices count: 0 | Question opening text appears copied from source TXT: source_reviewers/Simulated UPCAT Booklet/General Mock Test 02.txt,Harold lumbered at him and clouted him across the head.
english-v1-127,src/data/questionPacks/englishPack.ts,English Language,Vocabulary,Vocabulary,HIGH,REMOVE,100,Invalid choices count: 0 | Question opening text appears copied from source TXT: source_reviewers/Simulated UPCAT Booklet/General Mock Test 02.txt,I thought they were likely to bundle him into a car but the policeman simply led him back to the road.
english-v1-128,src/data/questionPacks/englishPack.ts,English Language,Vocabulary,Vocabulary,HIGH,REMOVE,100,Invalid choices count: 0 | Question opening text appears copied from source TXT: source_reviewers/Simulated UPCAT Booklet/General Mock Test 02.txt,Marc is far too sensible to have done a fatuous thing like that.
english-v1-129,src/data/questionPacks/englishPack.ts,English Language,Vocabulary,Vocabulary,MEDIUM,REMOVE,100,Invalid choices count: 0 | References missing visual/table/figure | Legal/source-risk phrase: figure,It is bizarre how often public figures who loudly espouse traditional family values are later caught in scandal.
english-v1-130,src/data/questionPacks/englishPack.ts,English Language,Vocabulary,Vocabulary,MEDIUM,REMOVE,100,Invalid choices count: 0 | Legal/source-risk phrase: the passage,Which of the following is a synonym of 'vehement' as used in the passage?
english-v1-131,src/data/questionPacks/englishPack.ts,English Language,Vocabulary,Vocabulary,MEDIUM,REMOVE,100,Invalid choices count: 0 | Legal/source-risk phrase: the passage,The word 'contemned' in the passage is similar in meaning to all of the following EXCEPT:
english-v1-132,src/data/questionPacks/englishPack.ts,English Language,Analogy,Language,LOW,REMOVE,100,Invalid choices count: 0 | Possible OCR/encoding/spacing corruption,Verbose is to wordy as concise is to ___.
english-v1-133,src/data/questionPacks/englishPack.ts,English Language,Analogy,Language,LOW,REMOVE,100,Invalid choices count: 0 | Possible OCR/encoding/spacing corruption,Simile is to metaphor as explicit is to ___.
english-v1-134,src/data/questionPacks/englishPack.ts,English Language,Analogies,Language,LOW,REMOVE,100,Invalid choices count: 0 | Possible OCR/encoding/spacing corruption,Grammar is to correctness as diction is to ___.
english-v1-135,src/data/questionPacks/englishPack.ts,English Language,Logical Language Usage,Logic,LOW,REMOVE,100,Invalid choices count: 0 | Possible OCR/encoding/spacing corruption,Mendacity is to honesty as arrogance is to ___.
english-v1-136,src/data/questionPacks/englishPack.ts,English Language,Sentence Completion,Language,LOW,REMOVE,100,Invalid choices count: 0 | Possible OCR/encoding/spacing corruption,The speaker insisted that the report ___ submitted by Friday.
english-v1-137,src/data/questionPacks/englishPack.ts,English Language,Verb Forms,Language,LOW,REMOVE,100,Invalid choices count: 0 | Possible OCR/encoding/spacing corruption,"She said that by the time she arrived, the meeting ___ already ___."
english-v1-138,src/data/questionPacks/englishPack.ts,English Language,Pronouns,Language,LOW,REMOVE,100,Invalid choices count: 0 | Possible OCR/encoding/spacing corruption,Neither the students nor the teacher ___ prepared for the exam.
english-v1-139,src/data/questionPacks/englishPack.ts,English Language,Parallel Structure,Language,LOW,REMOVE,100,Invalid choices count: 0 | Possible OCR/encoding/spacing corruption,"The committee recommended hiring more staff, improving training programs, and ___ the budget."
english-v1-140,src/data/questionPacks/englishPack.ts,English Language,Context Clues,Language,LOW,REMOVE,100,Invalid choices count: 0,"The mansion had an air of ostentation, with gold trim and crystal chandeliers everywhere."
english-v1-141,src/data/questionPacks/englishPack.ts,English Language,Grammar,Language,LOW,REMOVE,100,Invalid choices count: 0 | Possible OCR/encoding/spacing corruption,"If I ___ the answer, I would have told you sooner."
english-v1-142,src/data/questionPacks/englishPack.ts,English Language,Vocabulary,Vocabulary,LOW,REMOVE,100,Invalid choices count: 0,The politician\u2019s speech was full of platitudes that sounded comforting but offered no real plan.
english-v1-143,src/data/questionPacks/englishPack.ts,English Language,Sentence Correction,Language,LOW,REMOVE,100,Invalid choices count: 0,Choose the most correct sentence.
english-v1-144,src/data/questionPacks/englishPack.ts,English Language,Vocabulary,Vocabulary,LOW,REMOVE,100,Invalid choices count: 0,"In the sentence, 'He was accused of embezzling funds, but he insisted that he was innocent,' what does 'innocent' mean?"
english-v1-145,src/data/questionPacks/englishPack.ts,English Language,Analogy,Language,LOW,REMOVE,100,Invalid choices count: 0 | Possible OCR/encoding/spacing corruption,Plagiarism is to originality as imitation is to ___.
english-v1-146,src/data/questionPacks/englishPack.ts,English Language,Grammar,Language,LOW,REMOVE,100,Invalid choices count: 0 | Possible OCR/encoding/spacing corruption,The editor recommended that the article ___ revised before publication.
english-v1-147,src/data/questionPacks/englishPack.ts,English Language,Vocabulary,Vocabulary,LOW,REMOVE,100,Invalid choices count: 0,The report concluded that the company\u2019s prospects were tenuous at best.
english-v1-148,src/data/questionPacks/englishPack.ts,English Language,Sentence Correction,Language,MEDIUM,REMOVE,100,Invalid choices count: 0 | Exact duplicate of english-v1-143,Choose the most correct sentence.
english-v1-149,src/data/questionPacks/englishPack.ts,English Language,Vocabulary,Vocabulary,LOW,REMOVE,100,Invalid choices count: 0,The committee\u2019s decision was deliberate and therefore carried weight.
english-v1-150,src/data/questionPacks/englishPack.ts,English Language,Grammar,Language,LOW,REMOVE,100,Invalid choices count: 0 | Possible OCR/encoding/spacing corruption,"Although he had practiced for weeks, he still found the speech ___ to deliver."
reading-staging-004,src/data/stagingQuestions/readingStaging.ts,Reading Comprehension,Main Idea,Reading Comprehension,MEDIUM,NEEDS MANUAL REVIEW,100,Legal/source-risk phrase: the story,"What is the main point of ""The Witness Tree"" story?"
reading-staging-005,src/data/stagingQuestions/readingStaging.ts,Reading Comprehension,Context Clues,Reading Comprehension,MEDIUM,REMOVE,100,Reading question appears to reference missing passage/story/context | Legal/source-risk phrase: the story,Which detail in the story most clearly suggests the judge was testing the neighbor?
reading-staging-007,src/data/stagingQuestions/readingStaging.ts,Reading Comprehension,Author's Purpose,Reading Comprehension,MEDIUM,NEEDS MANUAL REVIEW,100,Legal/source-risk phrase: the story,"Why was ""The Witness Tree"" most likely told?"
reading-staging-008,src/data/stagingQuestions/readingStaging.ts,Reading Comprehension,Main Idea,Reading Comprehension,MEDIUM,REMOVE,100,Reading question appears to reference missing passage/story/context | Legal/source-risk phrase: the passage,"According to the passage about Julia Morgan, which idea best states the passage’s main point?"
reading-staging-009,src/data/stagingQuestions/readingStaging.ts,Reading Comprehension,Context Clues,Reading Comprehension,MEDIUM,REMOVE,100,Reading question appears to reference missing passage/story/context,Why does the author say Morgan graduated in three years instead of the usual five?
reading-staging-011,src/data/stagingQuestions/readingStaging.ts,Reading Comprehension,Inference,Reading Comprehension,MEDIUM,REMOVE,100,Reading question appears to reference missing passage/story/context | Legal/source-risk phrase: the passage,"What phrase from the passage is closest in meaning to ""make a name for herself""?"
reading-staging-012,src/data/stagingQuestions/readingStaging.ts,Reading Comprehension,Paragraph Analysis,Reading Comprehension,MEDIUM,REMOVE,100,Reading question appears to reference missing passage/story/context,"Why does the author begin the paragraph about Morgan’s work for women’s education with the word ""But""?"
reading-staging-013,src/data/stagingQuestions/readingStaging.ts,Reading Comprehension,Main Idea,Reading Comprehension,MEDIUM,REMOVE,100,Reading question appears to reference missing passage/story/context | Legal/source-risk phrase: the passage,What is the main idea of the passage about Jay adjusting to life in California?
reading-staging-014,src/data/stagingQuestions/readingStaging.ts,Reading Comprehension,Context Clues,Reading Comprehension,MEDIUM,REMOVE,100,Reading question appears to reference missing passage/story/context | Legal/source-risk phrase: the passage,"According to the passage, which winter activity does Jay miss the most?"
reading-staging-015,src/data/stagingQuestions/readingStaging.ts,Reading Comprehension,Word Meaning,Reading Comprehension,MEDIUM,REMOVE,100,Reading question appears to reference missing passage/story/context | Legal/source-risk phrase: the passage,"In the passage, what does the word ""exploits"" most likely mean?"
reading-staging-018,src/data/stagingQuestions/readingStaging.ts,Reading Comprehension,Main Idea,Reading Comprehension,MEDIUM,REMOVE,100,Reading question appears to reference missing passage/story/context | Legal/source-risk phrase: the story,Which title best fits the story about Jay learning to surf in a new place?
reading-staging-019,src/data/stagingQuestions/readingStaging.ts,Reading Comprehension,Narrative Perspective,Reading Comprehension,MEDIUM,REMOVE,100,Reading question appears to reference missing passage/story/context | Legal/source-risk phrase: the story | Legal/source-risk phrase: the passage,"Who is most likely telling the story in ""Fortune Tellers""?"
reading-staging-021,src/data/stagingQuestions/readingStaging.ts,Reading Comprehension,Tone,Reading Comprehension,MEDIUM,REMOVE,100,Reading question appears to reference missing passage/story/context | Legal/source-risk phrase: the passage,How would Tim most likely describe the party mentioned in the passage?
reading-staging-023,src/data/stagingQuestions/readingStaging.ts,Reading Comprehension,Main Idea,Reading Comprehension,MEDIUM,REMOVE,100,Reading question appears to reference missing passage/story/context | Legal/source-risk phrase: the passage,What is the passage mainly about?
reading-staging-024,src/data/stagingQuestions/readingStaging.ts,Reading Comprehension,Paragraph Analysis,Reading Comprehension,MEDIUM,REMOVE,100,Broken/OCR marker: image | Reading question appears to reference missing passage/story/context,"In the Hurston passage, which image does the author use as a metaphor for the culture of her upbringing?"
reading-staging-025,src/data/stagingQuestions/readingStaging.ts,Reading Comprehension,Inference,Reading Comprehension,MEDIUM,REMOVE,100,Reading question appears to reference missing passage/story/context,Which conclusion is most reasonable from the author’s college experience?
reading-staging-026,src/data/stagingQuestions/readingStaging.ts,Reading Comprehension,Word Meaning,Reading Comprehension,MEDIUM,REMOVE,70,Reading question appears to reference missing passage/story/context | Legal/source-risk phrase: the passage,"In the passage, what does the word ""material"" most nearly mean?"
reading-staging-027,src/data/stagingQuestions/readingStaging.ts,Reading Comprehension,Argument Evaluation,Reading Comprehension,MEDIUM,REMOVE,100,Reading question appears to reference missing passage/story/context,Why does the author say she chose Florida for her folklore work?
reading-staging-028,src/data/stagingQuestions/readingStaging.ts,Reading Comprehension,Inference,Reading Comprehension,MEDIUM,REMOVE,100,Reading question appears to reference missing passage/story/context,"When the author writes, ""In a way, it would not be a new experience for me,"" she means that she was already:"
reading-staging-029,src/data/stagingQuestions/readingStaging.ts,Reading Comprehension,Inference,Reading Comprehension,MEDIUM,NEEDS MANUAL REVIEW,100,Legal/source-risk phrase: the passage,What can be inferred about the gatherings on the store porch in Eatonville?
reading-staging-030,src/data/stagingQuestions/readingStaging.ts,Reading Comprehension,Inference,Reading Comprehension,MEDIUM,REMOVE,100,Reading question appears to reference missing passage/story/context,What does the author imply about collecting folklore in isolated communities?
reading-staging-031,src/data/stagingQuestions/readingStaging.ts,Reading Comprehension,Argument Evaluation,Reading Comprehension,MEDIUM,REMOVE,100,Reading question appears to reference missing passage/story/context,Which statement is NOT offered as a reason the author chose Eatonville?
reading-staging-032,src/data/stagingQuestions/readingStaging.ts,Reading Comprehension,Main Idea,Reading Comprehension,MEDIUM,NEEDS MANUAL REVIEW,100,Legal/source-risk phrase: the passage,What is the main idea of the Andean farming passage?
reading-staging-033,src/data/stagingQuestions/readingStaging.ts,Reading Comprehension,Argument Evaluation,Reading Comprehension,MEDIUM,REMOVE,100,Reading question appears to reference missing passage/story/context | Legal/source-risk phrase: the passage,"In the passage, the description of industrial potato farming is used mainly to:"
reading-staging-034,src/data/stagingQuestions/readingStaging.ts,Reading Comprehension,Detail,Reading Comprehension,MEDIUM,REMOVE,100,Reading question appears to reference missing passage/story/context | Legal/source-risk phrase: the passage,Which statement about the small number of global potato varieties is supported by the passage?
reading-staging-035,src/data/stagingQuestions/readingStaging.ts,Reading Comprehension,Word Meaning,Reading Comprehension,MEDIUM,NEEDS MANUAL REVIEW,100,Legal/source-risk phrase: the passage,"In the Andean farming passage, the word ""fabricated"" most nearly means:"
reading-staging-044,src/data/stagingQuestions/readingStaging.ts,Reading Comprehension,Detail,Reading Comprehension,MEDIUM,REMOVE,100,Reading question appears to reference missing passage/story/context | Legal/source-risk phrase: the passage,Which idea appears in the final paragraph but not earlier in the passage?
reading-staging-046,src/data/stagingQuestions/readingStaging.ts,Reading Comprehension,Detail,Reading Comprehension,MEDIUM,NEEDS MANUAL REVIEW,100,Legal/source-risk phrase: the passage,"According to ""The Organic Way of Life,"" which statement about primary decomposers is true?"
reading-staging-048,src/data/stagingQuestions/readingStaging.ts,Reading Comprehension,Inference,Reading Comprehension,MEDIUM,NEEDS MANUAL REVIEW,100,Legal/source-risk phrase: the passage,"In the soil passage, what can be inferred about the atmosphere compared with soil?"
reading-staging-050,src/data/stagingQuestions/readingStaging.ts,Reading Comprehension,Word Meaning,Reading Comprehension,MEDIUM,REMOVE,100,Reading question appears to reference missing passage/story/context | Legal/source-risk phrase: the passage,"As used in the passage, the word ""encysting"" most nearly means:"
math-staging-026,src/data/stagingQuestions/mathStaging.ts,Mathematics,Algebra,Math,MEDIUM,REMOVE,70,Duplicate or near-identical answer choices | Exact duplicate of math-v1-126,"For the quadratic equation x^2 + 3x - 5 = 0, what is the sum of its roots plus the product of its roots?"
math-staging-027,src/data/stagingQuestions/mathStaging.ts,Mathematics,Algebra,Math,MEDIUM,REMOVE,100,Exact duplicate of math-v1-127,The roots of the equation 2x^2 - x = 4 are which of the following?
math-staging-028,src/data/stagingQuestions/mathStaging.ts,Mathematics,Algebra,Math,MEDIUM,REMOVE,70,Duplicate or near-identical answer choices | Exact duplicate of math-v1-128,"If a parabola defined by y = ax^2 + bx + c does not intersect the x-axis, which condition must be true?"
math-staging-029,src/data/stagingQuestions/mathStaging.ts,Mathematics,Binomial Theorem,Math,MEDIUM,REMOVE,100,Exact duplicate of math-v1-129,What is the last term in the expansion of (x + 2y)^5?
math-staging-030,src/data/stagingQuestions/mathStaging.ts,Mathematics,Algebra,Math,MEDIUM,REMOVE,70,Duplicate or near-identical answer choices | Exact duplicate of math-v1-130,The larger root of the equation (x + 3)(x - 4) = 0 is which value?
math-staging-031,src/data/stagingQuestions/mathStaging.ts,Mathematics,Algebra,Math,MEDIUM,REMOVE,100,Exact duplicate of math-v1-131,Express 1/(x + 1) + 1/x as a single simplified fraction.
math-staging-032,src/data/stagingQuestions/mathStaging.ts,Mathematics,Sequences,Math,MEDIUM,REMOVE,100,Exact duplicate of math-v1-132,What is the sum of the infinite geometric series 3.1 + 1.86 + 1.116 + 0.6696 + ...?
math-staging-033,src/data/stagingQuestions/mathStaging.ts,Mathematics,Geometry,Math,MEDIUM,REMOVE,100,Exact duplicate of math-v1-133,What is the radian measure of the angle formed by the hour and minute hands of a clock at 2:00 pm?
math-staging-034,src/data/stagingQuestions/mathStaging.ts,Mathematics,Arithmetic,Math,MEDIUM,REMOVE,100,Exact duplicate of math-v1-134,Evaluate 15 - 3[2 + 6(-3)].
math-staging-035,src/data/stagingQuestions/mathStaging.ts,Mathematics,Algebra,Math,MEDIUM,REMOVE,100,Exact duplicate of math-v1-135,"Given the lines 3x + y - 8 = 0 and -2x + ky + 9 = 0, what value of k makes the lines perpendicular?"
math-staging-036,src/data/stagingQuestions/mathStaging.ts,Mathematics,Algebra,Math,MEDIUM,REMOVE,100,Exact duplicate of math-v1-136,Simplify: (3 - 7)(3 + 7).
math-staging-037,src/data/stagingQuestions/mathStaging.ts,Mathematics,Number Theory,Math,MEDIUM,REMOVE,100,Exact duplicate of math-v1-137,The product of the square roots of two consecutive positive integers is 2√14. What is the sum of the integers?
math-staging-038,src/data/stagingQuestions/mathStaging.ts,Mathematics,Algebra,Math,MEDIUM,REMOVE,100,Exact duplicate of math-v1-138,"Using C = 5/9 (F - 32), what is F when C = 20?"
math-staging-039,src/data/stagingQuestions/mathStaging.ts,Mathematics,Algebra,Math,MEDIUM,REMOVE,100,Question opening text appears copied from source TXT: source_reviewers/Simulated UPCAT Booklet/Math Practice Test.txt | Exact duplicate of math-v1-139,What number added to 6% of itself equals 31.8?
math-staging-040,src/data/stagingQuestions/mathStaging.ts,Mathematics,Algebra,Math,MEDIUM,REMOVE,100,Exact duplicate of math-v1-140,"If x - 5 is a factor of 2x^2 - m x - 35, what is the value of m?"
math-staging-041,src/data/stagingQuestions/mathStaging.ts,Mathematics,Algebra,Math,MEDIUM,REMOVE,70,Duplicate or near-identical answer choices | Exact duplicate of math-v1-141,What is the quotient when 2x^3 - 3x^2 - 5x + 6 is divided by x^2 - 3x + 2?
math-staging-042,src/data/stagingQuestions/mathStaging.ts,Mathematics,Word Problems,Math,MEDIUM,REMOVE,100,Exact duplicate of math-v1-142,"A room is 8 feet longer than it is wide. If each dimension is increased by 2 feet, the area increases by 60 square feet. What is the original area of the room?"
